ID1,CASEID,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2021,      007106201  3,1,1,AB,AB,AB, , , , , , , , , , , 
2021,      007116001  1,1,2,AB,ABC,ABC, , , , , , , , , , , 
2021,      007201701  2,1,5,AB,K,K, , , , , , , , , , , 
2021,      007204601  2,1,1,AB,AB,AB, , , , , , , , , , , 
2021,      007206001  2,1,3,AB,BC,BC, , , , , , , , , , , 
2021,      007207801  3,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      007208601  2,1,1,Y, , , , , , , , , , , , , 
2021,      007209401  3,1,2,A,AB, , , , , , , , , , , , 
2021,      007302901  4,1,3,AC,B, ,B, , , , , , , , , , 
2021,      007302901  4,2,2,AC,BC, ,B, , , , , , , , , , 
2021,      007309101  2,1,1,AC,BE, ,A, , , , , , , , , , 
2021,      007311001  6,1,1,AF,B, ,B, , , , , , , , , , 
2021,      007311301  2,1,2,AC,ACK, ,ACK, , , , , , , , , , 
2021,      007313801  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      007313801  2,2,2,AB,C,C, , , , , , , , , , , 
2021,      007412701  2,1,1,A,ABC, , , , , , , , , , , , 
2021,      007414901  1,1,4,AD,BK, ,BK, , , , , , , , , , 
2021,      007501301  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      007504501  3,1,1,AC,ABK, ,AB, , , , , , , , , , 
2021,      007504901  2,1,4,AB,BCE,BCE, , , , , , , , , , , 
2021,      007505301  2,1,3,A,BCK, , , , , , , , , , , , 
2021,      007607501  2,1,3,AB,AB,AB, , , , , , , , , , , 
2021,      007609701  2,1,1,AB,ABC,ABC, , , , , , , , , , , 
2021,      007611001  2,1,3,A,ABC, , , , , , , , , , , , 
2021,      007611001  2,2,2,A,AB, , , , , , , , , , , , 
2021,      007612501  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      007703501  1,1,4,AB,CK,CK, , , , , , , , , , , 
2021,      007805801  2,1,2,AB,C,C, , , , , , , , , , , 
2021,      007901001  2,1,2,Y, , , , , , , , , , , , , 
2021,      007901001  2,2,1,A,BC, , , , , , , , , , , , 
2021,      007903201  3,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      008000201  5,1,1,A,B, , , , , , , , , , , , 
2021,      008000601  2,1,3,AB,BK,BK, ,2,2,2, , , , ,2, , 
2021,      008003501  2,1,3,Y, , , ,2, , , , , , , , , 
2021,      008003501  2,2,2,AB,K,K, ,2, , , , , , , , , 
2021,      008003601  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      008005201  2,1,2,AB,BC,B, ,2,2,2,2, , , , , , 
2021,      008005701  2,1,2,Y, , , , , , , , , , , , , 
2021,      008102101  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      008102101  2,2,1,A,BK, , , , , , , , , , , , 
2021,      008104301  3,1,2,AB,K,BK, , , , , , , , , , , 
2021,      008104501  2,1,1,AB,BI,B, , , , , , , , , , , 
2021,      008105201  5,1,4,AB,K,BE, ,2,2,2, , , , , , , 
2021,      008105601  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      008201701  2,1,3,AB,BK,BK, , , , , , , , , , , 
2021,      008204001  1,1,3,A,K, , , , , , , , , , , , 
2021,      008204001  1,2,2,A,ABCK, , , , , , , , , , , , 
2021,      008205301  1,1,2,A,AB, , , , , , , , , , , , 
2021,      008301201  2,1,1,AB,A,K, ,2,2, , , , , , , , 
2021,      008312801  3,1,1,A,BC, , , , , , , , , , , , 
2021,      008314401  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      008402001  2,1,1,AB,C,C, , , , , , , , , , , 
2021,      008402401  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      008404101  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      008501901  2,1,3,Y, , , , , , , , , , , , , 
2021,      008502101  2,1,1,AB,ABC,ABC, , , , , , , , , , , 
2021,      008506601  2,1,2,AB,BCE,BCE, , , , , , , , , , , 
2021,      008600801  1,1,2,A,K, , , , , , , , , , , , 
2021,      008602301  2,1,3,AB,C,C, , , , , , , , , , , 
2021,      008702101  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      008703301  2,1,2,AB,K,K, ,2, , , , , , , , , 
2021,      008712901  1,1,1,Y, , , , , , , , , , , , , 
2021,      008801901  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      008803301  2,1,2,AB,BCK,BCK, ,2, , , , , , , , , 
2021,      008803301  2,2,1,AB,BCK,BCK, ,2, , , , , , , , , 
2021,      008805101  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      008809201  3,1,2,A,CE, , , , , , , , , , , , 
2021,      008811501  1,1,2,A,BC, , ,2,2, , , , , , , , 
2021,      008811501  1,2,1,A,BCE, , ,2,2, , , , , , , , 
2021,      008900301  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      008900601  6,1,2,AB,K,K, , , , , , , , , , , 
2021,      008901901  3,1,1,A,K, , , , , , , , , , , , 
2021,      008906101  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      008907301  1,1,1,A,ABK, , , , , , , , , , , , 
2021,      008908701  2,1,2,Y, , , ,2,2,2, , , , , , , 
2021,      009004501  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      009007201  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      009007501  2,1,2,AB,ABC,ABC, , , , , , , , , , , 
2021,      009104701  2,1,2,AB,BC,B, , , , , , , , , , , 
2021,      009105501  2,1,2,A,BCK, , , , , , , , , , , , 
2021,      009107501  1,1,2,A,B, , , , , , , , , , , , 
2021,      009107801  4,1,1,AC,ABK, ,BK, , , , , , , , , , 
2021,      009111601  2,1,3,B, ,ABK, ,2,2, , , , , , , , 
2021,      009201101  2,1,7,AB,B,B, , , , , , , , , , , 
2021,      009201101  2,2,6,AB,B,B, , , , , , , , , , , 
2021,      009202901  1,1,3,AB,CK,CK, , , , , , , , , , , 
2021,      009205201  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      009206501  1,1,3,AB,B,B, , , , , , , , , , , 
2021,      009207501  2,1,3,AB,BCE,BCE, ,2,2,2, , , , , , , 
2021,      009301301  2,1,1,AC,B, ,B, , , , , , , , , , 
2021,      009304901  2,1,2,AB,A,A, , , , , , , , , , , 
2021,      009304901  2,2,1,AB,A,A, , , , , , , , , , , 
2021,      009308801  1,1,3,AB,ABCK,BK, ,2,2,2,2, , , , , , 
2021,      009310001  1,1,1,A,BCI, , , , , , , , , , , , 
2021,      009400701  3,1,1,A,BC, , , , , , , , , , , , 
2021,      009404601  2,1,3,AB,B,B, ,2,2,2, , , , , , , 
2021,      009405201  6,1,4,Y, , , , , , , , , , , , , 
2021,      009406101  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      009406401  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      009408501  2,1,4,AB,BC,BC, , , , , , , , , , , 
2021,      009500801  1,1,6,X, , ,K,1, , ,1, ,2, ,1,1, 
2021,      009501301  1,1,1,A,K, , , , , , , , , , , , 
2021,      009503301  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      009503401  2,1,1,AB,AK,BK, ,1, ,1, , , , , , , 
2021,      009505201  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      009507701  2,1,4,ABD,A,A,A,2, , , , , , , , , 
2021,      009601401  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      009601601  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      009602001  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      009605401  2,1,2,AB,C,C, , , , , , , , , , , 
2021,      009605701  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      009609201  2,1,1,AB,A,A, , , , , , , , , , , 
2021,      009702001  1,1,3,AB,K,CK, ,2, , , , , , , , , 
2021,      009702001  1,2,2,AB,K,BK, ,2, , , , , , , , , 
2021,      009704301  1,1,3,AB,B,B, ,2,2,2,2, , , ,2, , 
2021,      009704501  2,1,3,ABD,B,B,B,2,2,2,2, , , , , , 
2021,      009708301  3,1,1,ABC,ACK,CK,K,2, , , , , , , , , 
2021,      009708401  3,1,1,AC,BC, ,B, , , , , , , , , , 
2021,      009708501  2,1,5,A,AC, , , , , , , , , , , , 
2021,      009801901  4,1,1,AB,B,B, , , , , , , , , , , 
2021,      009802701  2,1,4,AB,K,K, , , , , , , , , , , 
2021,      009806101  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      009900601  1,1,3,Y, , , , , , , , , , , , , 
2021,      009901701  1,1,2,ABX,CK,CK,K, , , , , , , , , , 
2021,      009903401  2,1,2,AB,CK,CK, , , , , , , , , , , 
2021,      009905401  2,1,3,AB,BC,BC, , , , , , , , , , , 
2021,      009906001  2,1,3,AB,AK,K, , , , , , , , , , , 
2021,      009907901  2,1,1,AX,CEK, ,K, , , , , , , , , , 
2021,      010000101  1,1,1,AB,CK,CK, , , , , , , , , , , 
2021,      010007301  2,1,3,AB,AC,AC, , , , , , , , , , , 
2021,      010007301  2,2,2,AB,AC,AC, , , , , , , , , , , 
2021,      010007501  2,1,3,Y, , , ,2, , , , , , , , , 
2021,      010007701  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      010105101  2,1,3,AB,K,K, ,2,2,2, , , , , , , 
2021,      010105401  2,1,3,AB,BC,BC, , , , , , , , , , , 
2021,      010105401  2,2,2,AB,B,B, , , , , , , , , , , 
2021,      010107001  3,1,1,AC,BC, ,B, , , , , , , , , , 
2021,      010204501  2,1,8,AB,BC,B, , , , , , , , , , , 
2021,      010204601  2,1,2,AB,BK,BK, ,1, ,2, , , , , , , 
2021,      010208001  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      010208001  2,2,1,AB,BC,BC, , , , , , , , , , , 
2021,      010210701  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      010211001  2,1,4,AB,K,K, ,2, , , , , , , , , 
2021,      010301401  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      010301501  2,1,4,AB,K,K, , , , , , , , , , , 
2021,      010301601  2,1,1,AB,BC,B, , , , , , , , , , , 
2021,      010307401  5,1,1,ACD,BC, ,B, , , , , , , , , , 
2021,      010403201  2,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      010403501  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      010403501  2,2,1,AB,B,B, , , , , , , , , , , 
2021,      010405001  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      010405301  2,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      010407801 13,1,1,AB,AB,AB, , , , , , , , , , , 
2021,      010500301  1,1,3,A,ABC, , , , , , , , , , , , 
2021,      010500801  2,1,3,AB,BE,BE, , , , , , , , , , , 
2021,      010504401  2,1,3,A,B, , ,2, , , , , , , , , 
2021,      010505401  4,1,1,A,B, , , , , , , , , , , , 
2021,      010505501  2,1,5,AB,B,B, , , , , , , , , , , 
2021,      010600301  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      010600401  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      010601801  4,1,1,A,AB, , ,2, , , , , , , , , 
2021,      010602001  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      010702601  2,1,1,AB,ACK,CK, , , , , , , , , , , 
2021,      010706301  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      010707701  2,1,3,A,BC, , , , , , , , , , , , 
2021,      010800201  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      010801801  1,1,3,AB,BC,BC, , , , , , , , , , , 
2021,      010804501  1,1,1,AB,K,K, ,2, , , , , , , , , 
2021,      010807501  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      010808201  2,1,2,AB,AB,AB, ,2,2, , , , , , , , 
2021,      010808301  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      010808601  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      010809001  2,1,1,Y, , , , , , , , , , , , , 
2021,      010902801  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      010902901  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      010903701  2,1,3,ABD,K,K,K, , , , , , , , , , 
2021,      010903801  1,1,2,AB,C,C, , , , , , , , , , , 
2021,      010904001  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      010905701  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      010906001  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      011000101  2,1,2,A,C, , , , , , , , , , , , 
2021,      011000101  2,2,1,A,C, , , , , , , , , , , , 
2021,      011002001  2,1,6,AB,B,B, , , , , , , , , , , 
2021,      011002001  2,2,5,AB,B,B, , , , , , , , , , , 
2021,      011003401  2,1,4,A,B, , ,2, , , , , , , , , 
2021,      011004701  1,1,2,AB,K,K, ,2,2,2,2, , , , , , 
2021,      011008301  2,1,4,AB,C,C, , , , , , , , , , , 
2021,      011009301  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      011009501  2,1,8,Y, , , , , , , , , , , , , 
2021,      011011601  2,1,1,AB,CE,C, , , , , , , , , , , 
2021,      011012801  1,1,2,A,ACK, , ,2, , , , , , , , , 
2021,      011101501  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      011102501  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      011104201  1,1,5,AD,K, ,K, , , , , , , , , , 
2021,      011104301  2,1,10,AB,B,B, ,2,2,2,2, , , , ,2, 
2021,      011104401  2,1,2,AB,CK,K, ,2,2,2,2, , , , , , 
2021,      011201601  2,1,2,AB,AK,K, , , , , , , , , , , 
2021,      011201701  2,1,5,A,B, , , ,2, , , , , , , , 
2021,      011201701  2,2,4,ABD,BEI,B,B, ,2, , , , , , , , 
2021,      011201801  2,1,2,A,CK, , , , , , , , , , , , 
2021,      011201901  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      011202901  2,1,1,AB,ABC,B, ,2, , , , , , , , , 
2021,      011205501  1,1,1,AB,ABCK,K, , , , , , , , , , , 
2021,      011205601  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      011205801  1,1,1,A,B, , , , , , , , , , , , 
2021,      011300901  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      011301101  3,1,1,A,BC, , , , , , , , , , , , 
2021,      011301401  2,1,3,Y, , , , , , , , , , , , , 
2021,      011301401  2,2,2,AB,K,K, , , , , , , , , , , 
2021,      011303001  5,1,2,AB,AB,AB, , , , , , , , , , , 
2021,      011305701  3,1,1,Y, , , , , , , , , , , , , 
2021,      011401801  2,1,1,AF,CK, ,CK, , , , , , , , , , 
2021,      011401901  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      011402301  2,1,1,AB,B,B, ,2,2,2,2, , , , , , 
2021,      011405801  5,1,1,AB,B,BE, , , , , , , , , , , 
2021,      011405901  2,1,6,B, ,K, , , , , , , , , , , 
2021,      011501601  1,1,1,A,AE, , , , , , , , , , , , 
2021,      011503501  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      011504001  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      011504601  2,1,2,Y, , , , , , , , , , , , , 
2021,      011504801  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      011505001  2,1,4,AB,K,K, ,2, ,2,2, , , , , , 
2021,      011507201  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      011507501  2,1,1,AB,BK,K, , , , , , , , , , , 
2021,      011508301  2,1,2,AB,BC,B, , , , , , , , , , , 
2021,      011508901  1,1,2,A,K, , ,2, , , , , , , , , 
2021,      011508901  1,2,1,A,K, , ,2, , , , , , , , , 
2021,      011600501  1,1,1,A,K, , , , , , , , , , , , 
2021,      011603001  1,1,1,AB,K,K, , , , , , , , , , , 
2021,      011604001  2,1,3,AB,ABC,ABC, , , , , , , , , , , 
2021,      011604001  2,2,2,AB,ABC,ABC, , , , , , , , , , , 
2021,      011605801  1,1,2,AB,K,B, , , , , , , , , , , 
2021,      011605801  1,2,1,AB,K,B, , , , , , , , , , , 
2021,      011606401  1,1,1,A,BK, , , , , , , , , , , , 
2021,      011610801  2,1,1,A,K, , , , , , , , , , , , 
2021,      011700501  3,1,3,A,CK, , ,1,1,1,1,1, , ,1,1, 
2021,      011701801  1,1,2,A,BCEK, , ,1,1,1, , , , , , , 
2021,      011703201  1,1,2,A,CEK, , ,2, , , , , , , , , 
2021,      011805501  3,1,2,AB,K,K, , , , , , , , , , , 
2021,      011806001  1,1,1,AB,ABCEK,K, ,2, , , , , , , , , 
2021,      011807701  2,1,1,AB,ABCK,CK, , , , , , , , , , , 
2021,      011809701  2,1,2,AB,CK,CK, , , , , , , , , , , 
2021,      011812501  1,1,2,AB,K,K, , , , , , , , , , , 
2021,      011902201  2,1,5,AB,CK,CK, ,2,2,2,2, , , ,2, , 
2021,      011905101  1,1,1,A,CEK, , ,1,1,1, ,1, , , , , 
2021,      011906001  5,1,2,AB,K,K, , , , , , , , , , , 
2021,      012001701  2,1,2,A,B, , , , , , , , , , , , 
2021,      012004101  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      012005801  1,1,3,Y, , , , , , , , , , , , , 
2021,      012005901  2,1,2,A,C, , , , , , , , , , , , 
2021,      012006301  1,1,2,AB,C,B, , , , , , , , , , , 
2021,      012007001  2,1,1,AB,BC,BI, , , , , , , , , , , 
2021,      012007801  2,1,1,AB,BCK,B, , , , , , , , , , , 
2021,      012104601  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      012111401  3,1,2,AC,K, ,K, , , , , , , , , , 
2021,      012115401  3,1,1,A,K, , ,2,2, , , , , , , , 
2021,      012201201  2,1,5,AB,K,K, , , , , , , , , , , 
2021,      012201501  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      012206601  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      012302501  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      012304601  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      012304701  2,1,8,AB,BEK,BEK, ,2,2,2,2, , , , , , 
2021,      012305701  2,1,2,AB,EK,EK, , , , , , , , , , , 
2021,      012305701  2,2,1,AB,EK,EK, , , , , , , , , , , 
2021,      012307801  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      012312301  1,1,3,A,BK, , ,2, , , , , , , , , 
2021,      012400901  1,1,2,AB,K,K, , , , , , , , , , , 
2021,      012401201  2,1,1,AB,CK,K, , , , , , , , , , , 
2021,      012402801  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      012404001  3,1,2,A,K, , ,2,2, , , , , , , , 
2021,      012409701  2,1,5,AB,CK,CEK, , , , , , , , , , , 
2021,      012501701  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      012505201  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      012507201  2,1,1,AB,BEK,BK, , , , , , , , , , , 
2021,      012507601  1,1,2,A,BK, , , , , , , , , , , , 
2021,      012513301  2,1,3,AB,CK,CK, , , , , , , , , , , 
2021,      012513301  2,2,2,AB,BCK,BCK, , , , , , , , , , , 
2021,      012601301  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      012602401  2,1,4,AB,CK,CK, , , , , , , , , , , 
2021,      012609501  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      012701201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      012701501  1,1,2,AD,BK, ,BK, , ,2, , , , , , , 
2021,      012702401  2,1,1,AB,BK,BK, , ,2, , , , , , , , 
2021,      012707901  1,1,1,A,BK, , , , , , , , , , , , 
2021,      012708101  1,1,1,ABE,BCEK,BCEK,K, , , , , , , , , , 
2021,      012709401  4,1,1,A,AK, , , , , , , , , , , , 
2021,      012800801  1,1,4,A,BCI, , , , , , , , , , , , 
2021,      012800801  1,2,3,A,BCI, , , , , , , , , , , , 
2021,      012807901  1,1,4,A,C, , , , , , , , , , , , 
2021,      012809501  2,1,7,AB,K,K, , , , , , , , , , , 
2021,      012900401  2,1,1,A,K, , , , , , , , , , , , 
2021,      012906901  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2021,      012907101  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      012909101  2,1,7,AB,K,K, , , , , , , , , , , 
2021,      012911101  2,1,1,AB,ABK,ABK, , , , , , , , , , , 
2021,      013001501  1,1,4,A,K, , , , , , , , , , , , 
2021,      013002601  1,1,2,AB,K,K, , , , , , , , , , , 
2021,      013006301  1,1,3,AB,K,K, , , , , , , , , , , 
2021,      013011201  2,1,2,AB,K,K, ,1,1,1,1, , , ,2,2, 
2021,      013012501  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      013102401  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      013103101  2,1,2,AB,BK,BK, ,2,2, , , , , , , , 
2021,      013106401  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      013109601  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      013112501  2,1,6,AB,K,K, ,1, , ,1, , , , , , 
2021,      013113001  1,1,1,A,BCK, , , , , , , , , , , , 
2021,      013116901  2,1,4,AB,BK,BK, , , , , , , , , , , 
2021,      013202101  4,1,1,ACD,BK, ,K, , , , , , , , , , 
2021,      013205301  1,1,1,AB,K,K, , , , , , , , , , , 
2021,      013208001  2,1,4,Y, , , , , , , , , , , , , 
2021,      013209101  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      013301301  2,1,3,ABD,CK,CK,CK,2,2,2, , , , , , , 
2021,      013304101  2,1,3,AB,K,K, ,2,2, ,2, , , ,2, , 
2021,      013305301  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      013307101  2,1,3,AB,K,K, , , , , , , , ,2, , 
2021,      013309501  2,1,4,AB,K,K, ,2,2,2,2, , , , , , 
2021,      013401101  2,1,3,A,BK, , , , , , , , , , , , 
2021,      013402801  1,1,4,AB,ABK,BK, , , , , , , , , , , 
2021,      013403301  2,1,2,AB,ABCGK,BCK, , , , , , , , , , , 
2021,      013404901  1,1,1,AB,K,K, , , , , , , , , , , 
2021,      013405101  2,1,3,AB,BK,BK, , , , , , , , , , , 
2021,      013500101  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      013500701  2,1,2,AB,BEK,BEK, , , , , , , , , , , 
2021,      013501201  2,1,2,AB,BEK,BK, , , , , , , , , , , 
2021,      013505201  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      013602201  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      013606501  2,1,3,A,BK, , , , , , , , , , , , 
2021,      013609001  7,1,1,AB,BCEK,BC, , , , , , , , , , , 
2021,      013609701  2,1,2,A,AK, , , , , , , , , , , , 
2021,      013609801  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2021,      013700201  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      013704801  1,1,3,AB,BCK,BCK, ,1, , , , , , ,2, , 
2021,      013711301  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      013803601  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      013803701  2,1,2,AB,BK,BK, , ,2, , , , , , , , 
2021,      013803901  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      013805201  2,1,4,AB,K,K, , , , , , , , , , , 
2021,      013805501  2,1,2,AB,BEK,BK, , , , , , , , , , , 
2021,      013811901  1,1,2,AB,ABK,BK, ,2,2,2, , , ,2,2,2, 
2021,      013900801  1,1,2,A,K, , , , , , , , , , , , 
2021,      013901401  1,1,1,AB,K,BK, , , , , , , , , , , 
2021,      013901501  3,1,1,A,K, , , , , , , , , , , , 
2021,      014001201  1,1,1,A,K, , , , , , , , , , , , 
2021,      014001401  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      014005101  2,1,1,AB,BEK,BK, , , , , , , , , , , 
2021,      014005701  2,1,3,AB,BIK,BIK, ,1,1,1,1,1, , ,2, , 
2021,      014105101  1,1,5,AB,K,K, ,2,2, ,2, , , ,2, , 
2021,      014105301  2,1,3,ABD,K,K,K, , , , , , , , , , 
2021,      014105501  2,1,2,A,X, , , , , , , , , , , , 
2021,      014112101  2,1,3,AB,CK,CK, ,2, , , , , , , , , 
2021,      014112301  1,1,4,A,K, , , , , , , , , , , , 
2021,      014112401  3,1,3,AB,K,K, , , , , , , , , , , 
2021,      014112501  4,1,1,AB,K,K, ,1,1,1, , , , ,2, , 
2021,      014200401  1,1,1,A,K, , , , , , , , , , , , 
2021,      014200801  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      014201001  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      014201001  2,2,1,ABC,K,K,K, , , , , , , , , , 
2021,      014204301  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      014204801  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      014204801  2,2,2,AB,K,K, , , , , , , , , , , 
2021,      014204901  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      014205101  1,1,1,A,K, , , , , , , , , , , , 
2021,      014205501  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      014205501  2,2,2,AB,K,K, , , , , , , , , , , 
2021,      014300101  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      014300301  2,1,2,AB,CK,CK, , ,1, , , , , , , , 
2021,      014300401  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      014302901  2,1,2,AB,EK,EK, , , , , , , , , , , 
2021,      014306601  2,1,2,AB,B,BE, ,2,2, , , , , , , , 
2021,      014306701  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      014307001  1,1,1,A,K, , , , ,1, , , , , , , 
2021,      014402301  2,1,5,AB,K,K, , , , , , , , , , , 
2021,      014402301  2,2,4,AB,K,K, , , , , , , , , , , 
2021,      014402601  2,1,2,AB,K,K, ,2,2, , , , , , , , 
2021,      014413201  2,1,1,AB,BK,BK, , , , , , , , , , , 
